,code,name,changepercent,trade,open,high,low,settlement,volume,turnoverratio,amount,per,pb,mktcap,nmc
0,603999,读者传媒,0.0,7.6,0.0,0.0,0.0,7.6,0.0,0.0,0.0,58.015,2.584,437760.0,175104.0
1,603998,方盛制药,0.0,10.23,0.0,0.0,0.0,10.23,0.0,0.0,0.0,73.071,4.373,440848.00881,434976.24456
2,603997,继峰股份,0.0,11.65,0.0,0.0,0.0,11.65,0.0,0.0,0.0,25.326,4.112,742942.868,733950.0
3,603996,中新科技,0.0,19.48,0.0,0.0,0.0,19.48,0.0,0.0,0.0,39.755,3.873,584692.2,201179.7
4,603993,洛阳钼业,0.0,8.27,0.0,0.0,0.0,8.27,0.0,0.0,0.0,59.071,4.59,17862571.962141,10712735.288073
5,603991,至正股份,0.0,27.74,0.0,0.0,0.0,27.74,0.0,0.0,0.0,51.37,4.418,206760.084452,113952.918532
6,603990,麦迪科技,0.0,38.82,0.0,0.0,0.0,38.82,0.0,0.0,0.0,60.656,7.325,314141.5332,233975.904
7,603989,艾华集团,0.0,36.99,0.0,0.0,0.0,36.99,0.0,0.0,0.0,38.134,5.408,1109700.0,1109700.0
8,603988,DR中电电,0.0,20.94,0.0,0.0,0.0,20.94,0.0,0.0,0.0,74.786,3.73,251280.0,251280.0
9,603987,康德莱,0.0,12.72,0.0,0.0,0.0,12.72,0.0,0.0,0.0,33.474,3.197,401233.32,241770.8844
10,603986,兆易创新,0.0,131.35,0.0,0.0,0.0,131.35,0.0,0.0,0.0,66.005,15.562,3727077.63378,2709533.64115
11,603985,恒润股份,0.0,33.24,0.0,0.0,0.0,33.24,0.0,0.0,0.0,26.266,2.578,265920.0,170188.8
12,603980,吉华集团,0.0,19.45,0.0,0.0,0.0,19.45,0.0,0.0,0.0,22.027,2.376,972500.0,194500.0
13,603979,金诚信,0.0,10.62,0.0,0.0,0.0,10.62,0.0,0.0,0.0,30.343,1.6,621270.0,258236.25984
14,603978,深圳新星,0.0,44.23,0.0,0.0,0.0,44.23,0.0,0.0,0.0,28.172,2.617,707680.0,176920.0
15,603977,国泰集团,0.0,10.19,0.0,0.0,0.0,10.19,0.0,0.0,0.0,32.871,2.351,315392.728,179295.088
16,603976,正川股份,0.0,29.49,0.0,0.0,0.0,29.49,0.0,0.0,0.0,32.407,3.267,318492.0,79623.0
17,603970,中农立华,0.0,27.17,0.0,0.0,0.0,27.17,0.0,0.0,0.0,30.914,4.491,362266.8478,90566.8478
18,603969,银龙股份,0.0,8.68,0.0,0.0,0.0,8.68,0.0,0.0,0.0,28.933,2.125,503440.0,503440.0
19,603968,醋化股份,0.0,20.37,0.0,0.0,0.0,20.37,0.0,0.0,0.0,25.785,3.017,416525.76,416525.76
20,603966,法兰泰克,0.0,16.55,0.0,0.0,0.0,16.55,0.0,0.0,0.0,40.366,3.215,264800.0,118382.2824
21,603963,大理药业,0.0,32.99,0.0,0.0,0.0,32.99,0.0,0.0,0.0,59.982,6.9879999999999995,329900.0,82475.0
22,603960,克来机电,0.0,37.92,0.0,0.0,0.0,37.92,0.0,0.0,0.0,74.353,8.676,394368.0,151121.199504
23,603959,百利科技,0.0,30.94,0.0,0.0,0.0,30.94,0.0,0.0,0.0,64.458,7.025,693056.0,329201.6
24,603958,哈森股份,0.0,14.49,0.0,0.0,0.0,14.49,0.0,0.0,0.0,173.325,2.6950000000000003,318644.73585,95632.545204
25,603955,大千生态,0.0,34.58,0.0,0.0,0.0,34.58,0.0,0.0,0.0,36.002,2.877,300846.0,189711.765516
26,603939,益丰药房,0.0,60.02,0.0,0.0,0.0,60.02,0.0,0.0,0.0,69.468,6.661,2176893.337316,2176893.337316
27,603938,三孚股份,0.0,33.63,0.0,0.0,0.0,33.63,0.0,0.0,0.0,30.853,4.945,505010.2758,126302.8458
28,603937,丽岛新材,0.0,22.72,0.0,0.0,0.0,22.72,0.0,0.0,0.0,39.172,3.832,474575.36,118643.84
29,603936,博敏电子,0.0,23.4,0.0,0.0,0.0,23.4,0.0,0.0,0.0,60.0,3.892,391599.0,131274.0
30,603933,睿能科技,0.0,28.26,0.0,0.0,0.0,28.26,0.0,0.0,0.0,17.965,2.898,406203.588,101560.788
31,603929,亚翔集成,0.0,25.96,0.0,0.0,0.0,25.96,0.0,0.0,0.0,43.267,5.424,553882.56,250669.76
32,603928,兴业股份,0.0,21.8,0.0,0.0,0.0,21.8,0.0,0.0,0.0,32.537,3.752,439488.0,136841.87
33,603926,铁流股份,0.0,22.23,0.0,0.0,0.0,22.23,0.0,0.0,0.0,21.794,2.535,266760.0,144700.676406
34,603922,金鸿顺,0.0,25.92,0.0,0.0,0.0,25.92,0.0,0.0,0.0,29.793,2.912,331776.0,82944.0
35,603920,世运电路,0.0,16.03,0.0,0.0,0.0,16.03,0.0,0.0,0.0,32.714,2.723,644085.4,205520.658854
36,603919,金徽酒,0.0,17.22,0.0,0.0,0.0,17.22,0.0,0.0,0.0,24.957,3.217,626808.0,199473.8109
37,603918,金桥信息,0.0,17.49,0.0,0.0,0.0,17.49,0.0,0.0,0.0,87.45,6.039,310884.75,215728.656
38,603917,合力科技,0.0,25.88,0.0,0.0,0.0,25.88,0.0,0.0,0.0,27.326,3.441,289856.0,72464.0
39,603916,苏博特,0.0,16.43,0.0,0.0,0.0,16.43,0.0,0.0,0.0,28.825,2.624,499472.0,124868.0
40,603912,佳力图,0.0,27.91,0.0,0.0,0.0,27.91,0.0,0.0,0.0,39.871,6.487,419487.3,103267.0
41,603909,合诚股份,0.0,31.32,0.0,0.0,0.0,31.32,0.0,0.0,0.0,50.329,5.045,321030.0,78300.0
42,603908,牧高笛,0.0,32.98,0.0,0.0,0.0,32.98,0.0,0.0,0.0,41.225,4.728,219943.62,76016.60789
43,603906,龙蟠科技,0.0,16.44,0.0,0.0,0.0,16.44,0.0,0.0,0.0,37.364,2.791,348067.68,127855.8528
44,603903,中持股份,0.0,37.38,0.0,0.0,0.0,37.38,0.0,0.0,0.0,57.508,5.31,386269.968,275863.188888
45,603901,永创智能,0.0,9.11,0.0,0.0,0.0,9.11,0.0,0.0,0.0,56.938,3.803,364400.0,140294.0
46,603900,莱绅通灵,0.0,25.39,0.0,0.0,0.0,25.39,0.0,0.0,0.0,27.737,3.604,864463.07976,216115.76994
47,603899,晨光文具,0.0,32.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,46.431,9.689,2944000.0,2944000.0
48,603898,好莱客,0.0,29.73,0.0,0.0,0.0,29.73,0.0,0.0,0.0,25.852,4.532,952410.319278,264608.892
49,603897,长城科技,0.0,46.82,0.0,0.0,0.0,46.82,0.0,0.0,0.0,35.203,7.47,835268.8,208817.2
50,603896,寿仙谷,0.0,49.35,0.0,0.0,0.0,49.35,0.0,0.0,0.0,69.507,7.616,689913.0,301313.8275
51,603895,天永智能,0.0,54.44,0.0,0.0,0.0,54.44,0.0,0.0,0.0,50.831,6.699,420276.8,105069.2
52,603890,春秋电子,0.0,29.61,0.0,0.0,0.0,29.61,0.0,0.0,0.0,18.981,3.028,405657.0,101414.25
53,603889,新澳股份,0.0,13.25,0.0,0.0,0.0,13.25,0.0,0.0,0.0,22.458,2.306,521587.6651,428051.85
54,603888,新华网,0.0,21.9,0.0,0.0,0.0,21.9,0.0,0.0,0.0,39.818,4.153,1136674.2984,386469.2562
55,603887,城地股份,0.0,29.63,0.0,0.0,0.0,29.63,0.0,0.0,0.0,44.224,3.924,305189.0,171237.1034
56,603886,元祖股份,0.0,17.2,0.0,0.0,0.0,17.2,0.0,0.0,0.0,20.235,3.445,412800.0,208479.48
57,603885,吉祥航空,0.0,16.18,0.0,0.0,0.0,16.18,0.0,0.0,0.0,21.865,3.202,2907567.805786,868887.805786
58,603883,老百姓,0.0,75.65,0.0,0.0,0.0,75.65,0.0,0.0,0.0,54.819,7.123,2155610.93729,2019855.0
59,603882,金域医学,0.0,31.34,0.0,0.0,0.0,31.34,0.0,0.0,0.0,68.13,8.386,1435010.264318,215243.12
60,603881,数据港,0.0,45.77,0.0,0.0,0.0,45.77,0.0,0.0,0.0,81.732,10.376,963854.447116,585144.541966
61,603880,南卫股份,0.0,24.65,0.0,0.0,0.0,24.65,0.0,0.0,0.0,43.246,4.531,246500.0,61625.0
62,603879,永悦科技,0.0,16.74,0.0,0.0,0.0,16.74,0.0,0.0,0.0,46.5,4.547,241056.0,60264.0
63,603878,武进不锈,0.0,16.26,0.0,0.0,0.0,16.26,0.0,0.0,0.0,25.81,1.5979999999999999,328452.0,164242.43886
64,603877,太平鸟,0.0,33.89,0.0,0.0,0.0,33.89,0.0,0.0,0.0,34.938,4.717,1629879.9036,673617.974
65,603876,鼎胜新材,0.0,38.82,0.0,0.0,0.0,38.82,0.0,0.0,0.0,51.76,5.891,1669260.0,252330.0
66,603871,嘉友国际,0.0,76.32,0.0,0.0,0.0,76.32,0.0,0.0,0.0,22.205,4.349,610560.0,152640.0
67,603869,北部湾旅,0.0,20.43,0.0,0.0,0.0,20.43,0.0,0.0,0.0,26.532,1.945,712611.205524,547739.356716
68,603868,飞科电器,0.0,53.39,0.0,0.0,0.0,53.39,0.0,0.0,0.0,27.807,8.998,2325668.4,232780.4
69,603866,桃李面包,0.0,57.49,0.0,0.0,0.0,57.49,0.0,0.0,0.0,50.43,8.29,2705628.874,340210.52766
70,603861,白云电器,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,39.599,2.985,664110.972,181627.968
71,603860,中公高科,0.0,34.78,0.0,0.0,0.0,34.78,0.0,0.0,0.0,42.415,4.132,231913.04,58013.04
72,603859,能科股份,0.0,23.01,0.0,0.0,0.0,23.01,0.0,0.0,0.0,68.503,3.902,261301.56,114796.89
73,603858,步长制药,0.0,53.79,0.0,0.0,0.0,53.79,0.0,0.0,0.0,22.39,2.747,3667402.2,1763425.067448
74,603856,东宏股份,0.0,20.03,0.0,0.0,0.0,20.03,0.0,0.0,0.0,25.679,2.691,395075.726,98807.99
75,603855,华荣股份,0.0,10.99,0.0,0.0,0.0,10.99,0.0,0.0,0.0,25.558,2.524,363845.93,90964.23
76,603848,好太太,0.0,24.93,0.0,0.0,0.0,24.93,0.0,0.0,0.0,43.737,8.802,999693.0,102213.0
77,603843,正平股份,0.0,12.38,0.0,0.0,0.0,12.38,0.0,0.0,0.0,103.167,3.782,495203.714,238731.380254
78,603839,安正时尚,0.0,18.1,0.0,0.0,0.0,18.1,0.0,0.0,0.0,18.1,1.959,732431.52119,189087.08
79,603838,四通股份,0.0,10.2,0.0,0.0,0.0,10.2,0.0,0.0,0.0,63.75,3.831,272013.6,99225.6
80,603833,欧派家居,0.0,146.98,0.0,0.0,0.0,146.98,0.0,0.0,0.0,45.788,9.791,6181926.827872,1315579.089092
81,603829,洛凯股份,0.0,17.76,0.0,0.0,0.0,17.76,0.0,0.0,0.0,42.286,4.606,284160.0,71040.0
82,603828,柯利达,0.0,8.58,0.0,0.0,0.0,8.58,0.0,0.0,0.0,50.471,2.582,283334.65875,277992.0
83,603826,坤彩科技,0.0,12.64,0.0,0.0,0.0,12.64,0.0,0.0,0.0,35.347,3.9370000000000003,591552.0,239474.371008
84,603825,华扬联众,0.0,35.36,0.0,0.0,0.0,35.36,0.0,0.0,0.0,38.022,4.559,581173.6008,141440.0
85,603823,百合花,0.0,16.98,0.0,0.0,0.0,16.98,0.0,0.0,0.0,28.78,2.923,382050.0,119442.724734
86,603822,嘉澳环保,0.0,36.08,0.0,0.0,0.0,36.08,0.0,0.0,0.0,51.906,3.8280000000000003,264646.8,146484.8
87,603819,神力股份,0.0,18.56,0.0,0.0,0.0,18.56,0.0,0.0,0.0,71.385,2.9939999999999998,224241.92,104121.6
88,603818,曲美家居,0.0,13.47,0.0,0.0,0.0,13.47,0.0,0.0,0.0,26.412,4.029,652109.64,652109.64
89,603817,海峡环保,0.0,10.74,0.0,0.0,0.0,10.74,0.0,0.0,0.0,46.594,3.358,483300.0,193320.0
90,603816,顾家家居,0.0,73.81,0.0,0.0,0.0,73.81,0.0,0.0,0.0,37.09,7.362,3160108.721,657647.1
91,603813,原尚股份,0.0,32.5,0.0,0.0,0.0,32.5,0.0,0.0,0.0,45.139,4.982,286877.5,71727.5
92,603811,诚意药业,0.0,30.53,0.0,0.0,0.0,30.53,0.0,0.0,0.0,35.092,4.213,260115.6,175028.49
93,603809,豪能股份,0.0,35.41,0.0,0.0,0.0,35.41,0.0,0.0,0.0,19.425,2.464,377718.47,94438.47
94,603808,歌力思,0.0,24.69,0.0,0.0,0.0,24.69,0.0,0.0,0.0,27.132,3.8529999999999998,832798.551585,814406.970585
95,603806,福斯特,0.0,40.62,0.0,0.0,0.0,40.62,0.0,0.0,0.0,27.822,3.183,1632924.0,1632924.0
96,603803,瑞斯康达,0.0,17.15,0.0,0.0,0.0,17.15,0.0,0.0,0.0,34.3,2.885,722110.280255,376942.51168
97,603801,志邦股份,0.0,58.55,0.0,0.0,0.0,58.55,0.0,0.0,0.0,34.997,5.416,936800.0,234200.0
98,603800,道森股份,0.0,18.17,0.0,0.0,0.0,18.17,0.0,0.0,0.0,129.232,4.054,377936.0,122829.2
99,603799,华友钴业,0.0,115.88,0.0,0.0,0.0,115.88,0.0,0.0,0.0,36.213,10.171,6867936.811616,6786273.753724
100,603798,康普顿,0.0,18.93,0.0,0.0,0.0,18.93,0.0,0.0,0.0,31.55,4.24,378600.0,161662.2
101,603797,联泰环保,0.0,18.28,0.0,0.0,0.0,18.28,0.0,0.0,0.0,55.394,3.752,389985.52,97505.52
102,603789,星光农机,0.0,12.44,0.0,0.0,0.0,12.44,0.0,0.0,0.0,128.778,3.049,323440.0,323440.0
103,603788,宁波高发,0.0,41.64,0.0,0.0,0.0,41.64,0.0,0.0,0.0,26.189,3.548,684365.887836,584421.564
104,603787,新日股份,0.0,17.07,0.0,0.0,0.0,17.07,0.0,0.0,0.0,43.769,3.891,348228.0,121009.23
105,603779,威龙股份,0.0,15.91,0.0,0.0,0.0,15.91,0.0,0.0,0.0,51.323,2.607,365367.93152,147335.74825
106,603778,乾景园林,0.0,6.53,0.0,0.0,0.0,6.53,0.0,0.0,0.0,36.278,3.196,326500.0,147711.272729
107,603777,来伊份,0.0,26.84,0.0,0.0,0.0,26.84,0.0,0.0,0.0,63.905,3.346,654142.6012,209352.0
108,603776,永安行,0.0,39.44,0.0,0.0,0.0,39.44,0.0,0.0,0.0,6.105,2.27,530073.6,132518.4
109,603773,沃格光电,0.0,95.25,0.0,0.0,0.0,95.25,0.0,0.0,0.0,32.509,8.566,901022.6709,225255.667725
110,603768,常青股份,0.0,16.63,0.0,0.0,0.0,16.63,0.0,0.0,0.0,24.821,1.996,339252.0,116617.875
111,603767,中马传动,0.0,15.24,0.0,0.0,0.0,15.24,0.0,0.0,0.0,36.286,2.259,325099.68,81274.92
112,603766,隆鑫通用,0.0,5.91,0.0,0.0,0.0,5.91,0.0,0.0,0.0,12.848,1.828,1248828.71385,1237371.76515
113,603758,秦安股份,0.0,10.58,0.0,0.0,0.0,10.58,0.0,0.0,0.0,23.511,1.887,464247.277842,141241.81504
114,603757,大元泵业,0.0,37.48,0.0,0.0,0.0,37.48,0.0,0.0,0.0,14.932,3.372,439715.36,110191.2
115,603738,泰晶科技,0.0,21.56,0.0,0.0,0.0,21.56,0.0,0.0,0.0,37.825,4.064,342153.7504,126639.9904
116,603737,三棵树,0.0,74.98,0.0,0.0,0.0,74.98,0.0,0.0,0.0,42.602,6.836,766154.6376,244737.45677
117,603733,仙鹤股份,0.0,38.7,0.0,0.0,0.0,38.7,0.0,0.0,0.0,53.014,8.712,2368440.0,239940.0
118,603730,岱美股份,0.0,32.44,0.0,0.0,0.0,32.44,0.0,0.0,0.0,21.203,4.05,1331224.06,155712.0
119,603729,龙韵股份,0.0,53.18,0.0,0.0,0.0,53.18,0.0,0.0,0.0,85.774,4.1,354551.06,354551.06
120,603728,鸣志电器,0.0,21.09,0.0,0.0,0.0,21.09,0.0,0.0,0.0,36.425,3.95,674880.0,285136.8
121,603727,博迈科,0.0,19.58,0.0,0.0,0.0,19.58,0.0,0.0,0.0,41.66,1.919,458455.91,185755.46
122,603726,朗迪集团,0.0,30.16,0.0,0.0,0.0,30.16,0.0,0.0,0.0,25.133,3.367,285675.52,71418.88
123,603725,天安新材,0.0,20.43,0.0,0.0,0.0,20.43,0.0,0.0,0.0,45.4,3.748,299667.24,74937.24
124,603722,阿科力,0.0,52.72,0.0,0.0,0.0,52.72,0.0,0.0,0.0,72.219,8.645,457082.4,114402.4
125,603721,中广天择,0.0,37.09,0.0,0.0,0.0,37.09,0.0,0.0,0.0,48.803,6.765,370900.0,92725.0
126,603718,海利生物,0.0,14.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,77.778,8.27,901600.0,901600.0
127,603717,天域生态,0.0,20.63,0.0,0.0,0.0,20.63,0.0,0.0,0.0,27.532,2.767,356304.0308,179892.7748
128,603716,塞力斯,0.0,25.36,0.0,0.0,0.0,25.36,0.0,0.0,0.0,19.212,1.9100000000000001,452143.44,243726.104288
129,603712,七一二,0.0,37.91,0.0,0.0,0.0,37.91,0.0,0.0,0.0,130.724,14.249,2926652.0,379100.0
130,603711,香飘飘,0.0,26.79,0.0,0.0,0.0,26.79,0.0,0.0,0.0,36.203,5.479,1071626.79,107186.79
131,603709,中源家居,0.0,32.35,0.0,0.0,0.0,32.35,0.0,0.0,0.0,23.442,4.899,258800.0,64700.0
132,603708,家家悦,0.0,23.7,0.0,0.0,0.0,23.7,0.0,0.0,0.0,35.909,4.147,1109160.0,372021.03063
133,603707,健友股份,0.0,30.03,0.0,0.0,0.0,30.03,0.0,0.0,0.0,36.933,6.028,1658934.9777,247897.65
134,603703,盛洋科技,0.0,12.99,0.0,0.0,0.0,12.99,0.0,0.0,0.0,118.091,5.647,298380.3,141526.05
135,603701,德宏股份,0.0,20.19,0.0,0.0,0.0,20.19,0.0,0.0,0.0,29.691,3.9370000000000003,241310.88,118232.64
136,603699,纽威股份,0.0,20.19,0.0,0.0,0.0,20.19,0.0,0.0,0.0,72.107,5.836,1514250.0,1514250.0
137,603698,航天工程,0.0,18.24,0.0,0.0,0.0,18.24,0.0,0.0,0.0,38.809,2.964,752035.2,752035.2
138,603696,安记食品,0.0,33.75,0.0,0.0,0.0,33.75,0.0,0.0,0.0,99.265,5.555,405000.0,116437.5
139,603690,至纯科技,0.0,18.29,0.0,0.0,0.0,18.29,0.0,0.0,0.0,76.849,9.39,384748.44,167294.972
140,603689,皖天然气,0.0,13.73,0.0,0.0,0.0,13.73,0.0,0.0,0.0,36.132,2.403,461328.0,229787.4768
141,603688,XD石英股,0.0,16.55,0.0,0.0,0.0,16.55,0.0,0.0,0.0,51.719,4.23,558294.39,556667.856
142,603686,龙马环卫,0.0,23.57,0.0,0.0,0.0,23.57,0.0,0.0,0.0,24.299,3.18,704754.678935,632607.015
143,603685,晨丰科技,0.0,30.82,0.0,0.0,0.0,30.82,0.0,0.0,0.0,21.255,3.352,308200.0,77050.0
144,603683,晶华新材,0.0,23.46,0.0,0.0,0.0,23.46,0.0,0.0,0.0,57.22,3.854,297167.82,74297.82
145,603680,今创集团,0.0,39.84,0.0,0.0,0.0,39.84,0.0,0.0,0.0,25.057,4.765,1673280.0,167328.0
146,603679,华体科技,0.0,28.28,0.0,0.0,0.0,28.28,0.0,0.0,0.0,46.798,5.252,285599.72,70700.0
147,603678,火炬电子,0.0,26.67,0.0,0.0,0.0,26.67,0.0,0.0,0.0,51.288,4.684,1207260.08865,1203819.65865
148,603677,奇精机械,0.0,18.03,0.0,0.0,0.0,18.03,0.0,0.0,0.0,24.04,2.776,353835.79308,99829.08096
149,603676,卫信康,0.0,19.96,0.0,0.0,0.0,19.96,0.0,0.0,0.0,76.769,9.469,844308.0,125748.0
150,603669,灵康药业,0.0,14.79,0.0,0.0,0.0,14.79,0.0,0.0,0.0,23.855,2.887,538356.0,179003.37
151,603668,天马科技,0.0,11.16,0.0,0.0,0.0,11.16,0.0,0.0,0.0,36.0,3.92,331228.8,207545.8959
152,603667,五洲新春,0.0,19.83,0.0,0.0,0.0,19.83,0.0,0.0,0.0,40.469,3.2640000000000002,401359.2,173111.23995
153,603665,康隆达,0.0,32.41,0.0,0.0,0.0,32.41,0.0,0.0,0.0,42.091,3.437,324100.0,120794.772994
154,603663,三祥新材,0.0,20.87,0.0,0.0,0.0,20.87,0.0,0.0,0.0,52.175,5.786,283224.683,102402.6203
155,603661,恒林股份,0.0,47.37,0.0,0.0,0.0,47.37,0.0,0.0,0.0,22.033,2.154,473700.0,118425.0
156,603660,苏州科达,0.0,36.2,0.0,0.0,0.0,36.2,0.0,0.0,0.0,33.423,6.465,931785.466,614173.31956
157,603659,璞泰来,0.0,61.31,0.0,0.0,0.0,61.31,0.0,0.0,0.0,51.521,10.302,2652901.4799,390562.4799
158,603658,安图生物,0.0,67.1,0.0,0.0,0.0,67.1,0.0,0.0,0.0,63.302,15.983,2818200.0,916168.638
159,603656,泰禾光电,0.0,22.21,0.0,0.0,0.0,22.21,0.0,0.0,0.0,25.239,2.81,330666.0336,140658.435288
160,603655,朗博科技,0.0,25.07,0.0,0.0,0.0,25.07,0.0,0.0,0.0,56.977,5.608,265742.0,66435.5
161,603648,畅联股份,0.0,21.42,0.0,0.0,0.0,21.42,0.0,0.0,0.0,46.194,4.948,789684.0714,197421.0714
162,603639,海利尔,0.0,47.23,0.0,0.0,0.0,47.23,0.0,0.0,0.0,19.436,3.323,566760.0,183199.922747
163,603638,艾迪精密,0.0,42.7,0.0,0.0,0.0,42.7,0.0,0.0,0.0,52.677,8.416,751520.0,245183.4427
164,603637,镇海股份,0.0,17.85,0.0,0.0,0.0,17.85,0.0,0.0,0.0,52.5,3.2800000000000002,308618.647785,77154.745395
165,603636,南威软件,0.0,10.3,0.0,0.0,0.0,10.3,0.0,0.0,0.0,41.2,3.263,543074.66056,538391.1352
166,603633,徕木股份,0.0,19.79,0.0,0.0,0.0,19.79,0.0,0.0,0.0,48.268,3.34,238172.65,164331.505392
167,603630,拉芳家化,0.0,28.21,0.0,0.0,0.0,28.21,0.0,0.0,0.0,33.583,2.8200000000000003,491982.4,176406.4393
168,603628,清源股份,0.0,13.04,0.0,0.0,0.0,13.04,0.0,0.0,0.0,72.444,3.835,357035.2,115795.2
169,603626,科森科技,0.0,19.61,0.0,0.0,0.0,19.61,0.0,0.0,0.0,25.141,3.217,815045.56672,310047.301452
170,603619,中曼石油,0.0,42.34,0.0,0.0,0.0,42.34,0.0,0.0,0.0,39.943,6.524,1693600.4234,169360.4234
171,603618,杭电股份,0.0,7.72,0.0,0.0,0.0,7.72,0.0,0.0,0.0,51.467,2.517,530270.516976,530270.516976
172,603617,君禾股份,0.0,27.76,0.0,0.0,0.0,27.76,0.0,0.0,0.0,42.061,5.665,277600.0,69400.0
173,603616,韩建河山,0.0,15.15,0.0,0.0,0.0,15.15,0.0,0.0,0.0,-74.963,5.715,444440.4,223250.4
174,603615,茶花股份,0.0,13.19,0.0,0.0,0.0,13.19,0.0,0.0,0.0,32.171,2.327,316560.0,98743.485815
175,603612,索通发展,0.0,39.31,0.0,0.0,0.0,39.31,0.0,0.0,0.0,14.778,3.863,955342.6749,236646.2
176,603611,诺力股份,0.0,24.18,0.0,0.0,0.0,24.18,0.0,0.0,0.0,28.116,2.846,462811.339302,386880.0
177,603609,禾丰牧业,0.0,9.6,0.0,0.0,0.0,9.6,0.0,0.0,0.0,16.842,2.291,797929.41024,797929.41024
178,603608,天创时尚,0.0,11.2,0.0,0.0,0.0,11.2,0.0,0.0,0.0,23.333,2.321,483452.66704,142688.0
179,603607,京华激光,0.0,41.48,0.0,0.0,0.0,41.48,0.0,0.0,0.0,36.07,5.19,377799.84,94491.44
180,603606,东方电缆,0.0,10.52,0.0,0.0,0.0,10.52,0.0,0.0,0.0,65.75,2.449,392090.003708,327140.44
181,603605,珀莱雅,0.0,36.97,0.0,0.0,0.0,36.97,0.0,0.0,0.0,28.438,4.836,739400.0,184850.0
182,603603,博天环境,0.0,28.83,0.0,0.0,0.0,28.83,0.0,0.0,0.0,56.529,8.544,1153228.83,677014.933245
183,603602,纵横通信,0.0,49.92,0.0,0.0,0.0,49.92,0.0,0.0,0.0,55.467,6.245,399360.0,99840.0
184,603601,再升科技,0.0,14.65,0.0,0.0,0.0,14.65,0.0,0.0,0.0,49.813,4.6,565711.5959,565711.5959
185,603600,永艺股份,0.0,10.78,0.0,0.0,0.0,10.78,0.0,0.0,0.0,26.95,3.9370000000000003,326682.28362,269500.0
186,603599,广信股份,0.0,16.69,0.0,0.0,0.0,16.69,0.0,0.0,0.0,18.544,1.8250000000000002,775549.476315,227785.12
187,603598,引力传媒,0.0,16.66,0.0,0.0,0.0,16.66,0.0,0.0,0.0,66.64,6.655,451674.258,162201.76
188,603596,伯特利,0.0,52.24,0.0,0.0,0.0,52.24,0.0,0.0,0.0,69.653,16.173,2134322.664,213452.64
189,603595,东尼电子,0.0,97.29,0.0,0.0,0.0,97.29,0.0,0.0,0.0,47.926,12.067,992513.664,243225.0
190,603589,口子窖,0.0,59.88,0.0,0.0,0.0,59.88,0.0,0.0,0.0,32.194,6.493,3592800.0,1757624.07726
191,603588,高能环境,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,40.541,3.58,794629.1448,785252.4552
192,603586,金麒麟,0.0,18.15,0.0,0.0,0.0,18.15,0.0,0.0,0.0,20.393,1.783,391346.67,181698.04191
193,603585,苏利股份,0.0,31.42,0.0,0.0,0.0,31.42,0.0,0.0,0.0,20.947,2.988,471300.0,141390.0
194,603580,艾艾精工,0.0,30.92,0.0,0.0,0.0,30.92,0.0,0.0,0.0,64.444,5.434,206143.64,51543.64
195,603579,荣泰健康,0.0,77.99,0.0,0.0,0.0,77.99,0.0,0.0,0.0,49.361,7.733,1091860.0,401024.58
196,603578,三星新材,0.0,29.76,0.0,0.0,0.0,29.76,0.0,0.0,0.0,45.091,5.1,261888.0,94934.4
197,603577,汇金通,0.0,13.58,0.0,0.0,0.0,13.58,0.0,0.0,0.0,49.835,2.7119999999999997,237677.16,105265.955298
198,603569,长久物流,0.0,25.21,0.0,0.0,0.0,25.21,0.0,0.0,0.0,25.724,4.555,1008425.21,144411.50182
199,603568,伟明环保,0.0,25.13,0.0,0.0,0.0,25.13,0.0,0.0,0.0,33.959,6.9510000000000005,1728340.88,333163.488
200,603567,珍宝岛,0.0,15.03,0.0,0.0,0.0,15.03,0.0,0.0,0.0,24.503,2.644,1276287.48,1276287.48
201,603566,普莱柯,0.0,20.1,0.0,0.0,0.0,20.1,0.0,0.0,0.0,55.833,4.046,650717.4,646206.96
202,603559,中通国脉,0.0,30.93,0.0,0.0,0.0,30.93,0.0,0.0,0.0,146.588,5.634,429025.919403,245888.8605
203,603558,健盛集团,0.0,10.28,0.0,0.0,0.0,10.28,0.0,0.0,0.0,30.235,1.528,428014.326772,308400.0
204,603557,起步股份,0.0,19.19,0.0,0.0,0.0,19.19,0.0,0.0,0.0,43.299,6.31,901890.963702,90193.0
205,603556,海兴电力,0.0,28.54,0.0,0.0,0.0,28.54,0.0,0.0,0.0,19.027,2.307,1087636.568,360946.63576
206,603555,贵人鸟,0.0,25.38,0.0,0.0,0.0,25.38,0.0,0.0,0.0,101.439,6.616,1595392.238934,1595392.238934
207,603538,美诺华,0.0,22.34,0.0,0.0,0.0,22.34,0.0,0.0,0.0,55.85,2.385,268080.0,166544.7
208,603536,惠发股份,0.0,16.23,0.0,0.0,0.0,16.23,0.0,0.0,0.0,27.983,3.013,272664.0,68166.0
209,603535,嘉诚国际,0.0,26.44,0.0,0.0,0.0,26.44,0.0,0.0,0.0,27.832,2.8280000000000003,397657.6,99414.4
