rule,totalCount,totalCountP,dateCount,dateCountP,d1cMean,d2cMean,d3cMean,d4cMean,d5cMean,d6cMean,d1hMean,d2hMean,d3hMean,d4hMean,d5hMean,d6hMean,day1cip,day1hip,day2cip,day2hip,day3cip,day3hip,day4cip,day4hip,day5cip,day5hip,day6cip,day6hip
rule+1-2+10-11,14363,0.38999999999999996,372,21.5,0.85,1.06,1.06,1.12,1.08,1.23,3.6,3.96,4.19,4.19,4.2,4.23,65.0,100.0,60.0,78.0,56.99999999999999,73.0,57.99999999999999,70.0,61.0,70.0,56.00000000000001,69.0
rule+1-3+4+10,10417,0.27999999999999997,448,25.900000000000002,0.61,1.29,1.67,1.98,2.21,2.26,3.23,3.9,4.35,4.76,5.14,5.25,64.0,100.0,63.0,78.0,60.0,74.0,60.0,73.0,61.0,71.0,61.0,70.0
rule+1-3-5+10,32307,0.88,600,34.68,0.77,0.93,1.05,1.11,1.2,1.18,3.3,3.49,3.69,3.83,3.99,3.99,64.0,100.0,60.0,78.0,56.99999999999999,71.0,56.00000000000001,69.0,56.99999999999999,67.0,56.00000000000001,66.0
rule+1-3-6+10,28009,0.76,568,32.83,0.83,0.96,0.93,0.87,0.96,0.84,3.38,3.51,3.61,3.6,3.75,3.71,64.0,100.0,57.99999999999999,77.0,56.99999999999999,70.0,56.00000000000001,69.0,56.00000000000001,66.0,55.00000000000001,66.0
rule+1-3+7+10,5668,0.15,271,15.659999999999998,0.64,1.8,2.61,3.25,3.5,3.98,3.15,4.45,5.43,6.21,6.63,7.03,66.0,100.0,66.0,82.0,63.0,75.0,62.0,75.0,62.0,70.0,62.0,71.0
rule+1-3+10-11,32011,0.8699999999999999,583,33.7,0.8,1.0,1.05,1.07,1.15,1.14,3.31,3.52,3.7,3.78,3.92,3.95,64.0,100.0,61.0,79.0,57.99999999999999,73.0,56.99999999999999,70.0,56.99999999999999,68.0,56.99999999999999,67.0
rule+1+4-5+10,19682,0.53,563,32.54,0.74,1.55,2.15,2.6,2.94,3.2,3.16,4.1,4.78,5.36,5.77,6.1,61.0,100.0,62.0,78.0,59.0,74.0,60.0,72.0,61.0,71.0,62.0,72.0
rule+1+4-6+10,15175,0.41000000000000003,505,29.189999999999998,0.67,1.51,2.07,2.56,2.88,3.28,3.16,4.08,4.77,5.34,5.78,6.19,61.0,100.0,61.0,77.0,56.99999999999999,72.0,59.0,72.0,60.0,70.0,60.0,71.0
rule+1+4+7+10,10720,0.29,358,20.69,0.94,2.22,3.16,3.75,4.11,4.4,3.2,4.76,5.89,6.69,7.06,7.51,65.0,100.0,66.0,82.0,66.0,78.0,62.0,75.0,65.0,72.0,63.0,73.0
rule+1+4+10-11,15377,0.42,506,29.25,0.71,1.64,2.17,2.54,2.81,3.09,3.07,4.11,4.82,5.24,5.63,5.94,64.0,100.0,64.0,80.0,62.0,76.0,60.0,74.0,62.0,72.0,62.0,73.0
rule+1-5-6+10,34915,0.95,642,37.11,0.85,1.19,1.4,1.58,1.8,1.91,3.3,3.72,4.07,4.34,4.57,4.78,63.0,100.0,59.0,77.0,56.00000000000001,71.0,56.00000000000001,69.0,56.99999999999999,68.0,56.00000000000001,68.0
rule+1-5+7+10,11129,0.3,381,22.02,0.9,2.11,3.11,3.62,3.87,4.24,3.14,4.67,5.79,6.54,6.85,7.24,64.0,100.0,66.0,82.0,64.0,78.0,62.0,74.0,64.0,72.0,62.0,72.0
rule+1-5+10-11,36926,1.0,641,37.05,0.8,1.2,1.46,1.63,1.8,1.92,3.17,3.66,4.07,4.3,4.54,4.69,64.0,100.0,61.0,79.0,57.99999999999999,73.0,57.99999999999999,70.0,57.99999999999999,68.0,57.99999999999999,69.0
rule+1-6+7+10,6746,0.18,282,16.3,0.74,2.34,3.34,3.91,4.18,4.65,3.13,4.96,6.26,7.05,7.38,7.84,63.0,100.0,62.0,82.0,62.0,78.0,60.0,72.0,59.0,69.0,59.0,70.0
rule+1-6+10-11,31647,0.86,602,34.8,0.82,1.17,1.27,1.34,1.52,1.61,3.24,3.62,3.93,4.05,4.27,4.42,64.0,100.0,59.0,78.0,56.99999999999999,72.0,56.99999999999999,70.0,56.99999999999999,68.0,56.00000000000001,68.0
rule+1+7+10-11,10210,0.27999999999999997,354,20.46,0.85,2.14,2.98,3.5,3.74,4.09,3.12,4.68,5.8,6.41,6.76,7.12,66.0,100.0,66.0,82.0,65.0,78.0,61.0,74.0,63.0,72.0,63.0,72.0
rule-2-3+4+10,499195,13.530000000000001,1719,99.36,0.31,0.29,0.26,0.23,0.19,0.18,2.46,2.5,2.48,2.44,2.42,2.41,62.0,100.0,57.99999999999999,90.0,59.0,83.0,56.99999999999999,79.0,57.99999999999999,75.0,56.99999999999999,75.0
rule-2-3-5+10,2342711,63.49,1724,99.65,0.23,0.28,0.31,0.35,0.39,0.41,2.21,2.3,2.37,2.42,2.48,2.53,61.0,100.0,59.0,88.0,59.0,81.0,60.0,78.0,59.0,75.0,59.0,75.0
rule-2-3-6+10,1840044,49.87,1724,99.65,0.2,0.25,0.26,0.25,0.3,0.31,2.21,2.28,2.33,2.35,2.4,2.45,61.0,100.0,57.99999999999999,88.0,59.0,81.0,59.0,77.0,57.99999999999999,75.0,57.99999999999999,74.0
rule-2-3+7+10,123879,3.36,1511,87.33999999999999,0.25,0.32,0.28,0.19,0.12,0.08,1.86,2.03,2.08,2.01,1.94,1.91,56.00000000000001,100.0,57.99999999999999,81.0,56.99999999999999,75.0,55.00000000000001,72.0,55.00000000000001,69.0,54.0,67.0
rule-2-3+10-11,1517936,41.14,1724,99.65,0.25,0.34,0.38,0.4,0.43,0.42,2.12,2.26,2.35,2.41,2.46,2.48,62.0,100.0,61.0,87.0,60.0,81.0,60.0,77.0,60.0,75.0,57.99999999999999,74.0
rule-2+4-5+10,1577172,42.75,1719,99.36,0.27,0.2,0.15,0.1,0.02,0.01,2.45,2.43,2.38,2.32,2.25,2.23,61.0,100.0,56.99999999999999,90.0,56.00000000000001,83.0,56.00000000000001,78.0,55.00000000000001,75.0,56.00000000000001,73.0
rule-2+4-6+10,1210772,32.82,1719,99.36,0.22,0.15,0.11,0.01,-0.06,-0.06,2.45,2.42,2.36,2.27,2.19,2.18,60.0,100.0,56.00000000000001,90.0,56.99999999999999,83.0,55.00000000000001,77.0,55.00000000000001,74.0,54.0,73.0
rule-2+4+7+10,128567,3.4799999999999995,1503,86.88,0.22,0.26,0.22,0.1,-0.07,-0.16,1.91,2.05,2.07,2.0,1.85,1.75,56.00000000000001,100.0,55.00000000000001,82.0,56.00000000000001,75.0,54.0,71.0,53.0,68.0,52.0,66.0
rule-2+4+10-11,385243,10.440000000000001,1713,99.02,0.3,0.33,0.34,0.29,0.18,0.1,2.14,2.27,2.32,2.32,2.26,2.18,61.0,100.0,59.0,87.0,57.99999999999999,79.0,56.99999999999999,76.0,56.00000000000001,72.0,55.00000000000001,71.0
rule-2-5-6+10,2752491,74.6,1724,99.65,0.17,0.21,0.23,0.23,0.26,0.3,2.2,2.25,2.31,2.33,2.36,2.42,60.0,100.0,57.99999999999999,88.0,59.0,82.0,57.99999999999999,78.0,59.0,76.0,57.99999999999999,74.0
rule-2-5+7+10,208398,5.65,1583,91.5,0.25,0.36,0.35,0.25,0.16,0.14,1.88,2.09,2.16,2.1,2.02,1.99,56.00000000000001,100.0,57.99999999999999,82.0,56.99999999999999,76.0,56.00000000000001,73.0,55.00000000000001,70.0,54.0,68.0
rule-2-5+10-11,1728465,46.85,1724,99.65,0.25,0.35,0.4,0.43,0.45,0.45,2.09,2.24,2.35,2.42,2.46,2.49,62.0,100.0,61.0,87.0,60.0,81.0,60.0,78.0,60.0,75.0,59.0,74.0
rule-2-6+7+10,98000,2.6599999999999997,1478,85.42999999999999,0.18,0.31,0.3,0.17,0.1,0.05,1.81,2.05,2.13,2.05,1.95,1.9,55.00000000000001,100.0,56.00000000000001,81.0,56.99999999999999,74.0,54.0,71.0,54.0,69.0,54.0,67.0
rule-2-6+10-11,1320274,35.78,1724,99.65,0.24,0.33,0.36,0.36,0.39,0.38,2.08,2.22,2.32,2.36,2.4,2.43,62.0,100.0,60.0,87.0,59.0,81.0,59.0,77.0,59.0,75.0,57.99999999999999,73.0
rule-2+7+10-11,179911,4.88,1558,90.06,0.26,0.42,0.43,0.35,0.26,0.23,1.87,2.13,2.26,2.21,2.12,2.09,56.00000000000001,100.0,57.99999999999999,82.0,56.99999999999999,76.0,56.00000000000001,72.0,56.00000000000001,70.0,55.00000000000001,68.0
rule-3+4-5+10,553351,15.0,1719,99.36,0.3,0.29,0.28,0.25,0.23,0.23,2.42,2.48,2.47,2.45,2.44,2.44,61.0,100.0,57.99999999999999,89.0,57.99999999999999,82.0,56.99999999999999,78.0,57.99999999999999,75.0,56.99999999999999,74.0
rule-3+4-6+10,414389,11.23,1719,99.36,0.26,0.25,0.23,0.16,0.15,0.15,2.45,2.48,2.46,2.41,2.38,2.39,61.0,100.0,56.99999999999999,89.0,57.99999999999999,82.0,56.99999999999999,78.0,56.99999999999999,75.0,56.00000000000001,74.0
rule-3+4+7+10,76943,2.09,1426,82.43,0.23,0.37,0.32,0.25,0.09,-0.02,1.89,2.13,2.19,2.16,2.03,1.94,56.99999999999999,100.0,56.99999999999999,81.0,56.99999999999999,75.0,54.0,71.0,53.0,68.0,52.0,66.0
rule-3+4+10-11,254760,6.9,1705,98.55000000000001,0.26,0.31,0.34,0.32,0.21,0.14,2.13,2.27,2.34,2.37,2.31,2.23,60.0,100.0,59.0,86.0,59.0,79.0,57.99999999999999,75.0,56.00000000000001,72.0,55.00000000000001,70.0
rule-3-5-6+10,1943946,52.690000000000005,1724,99.65,0.2,0.26,0.29,0.3,0.35,0.37,2.18,2.27,2.34,2.38,2.44,2.49,61.0,100.0,57.99999999999999,88.0,57.99999999999999,81.0,59.0,77.0,59.0,75.0,57.99999999999999,74.0
rule-3-5+7+10,168703,4.569999999999999,1538,88.9,0.26,0.42,0.42,0.35,0.27,0.23,1.85,2.13,2.23,2.2,2.12,2.09,56.00000000000001,100.0,57.99999999999999,82.0,57.99999999999999,75.0,56.00000000000001,73.0,55.00000000000001,70.0,55.00000000000001,68.0
rule-3-5+10-11,1668310,45.22,1724,99.65,0.25,0.35,0.41,0.45,0.48,0.47,2.1,2.26,2.37,2.44,2.5,2.53,62.0,100.0,61.0,87.0,60.0,82.0,60.0,77.0,60.0,76.0,57.99999999999999,74.0
rule-3-6+7+10,60382,1.6400000000000001,1406,81.27,0.17,0.37,0.4,0.3,0.22,0.14,1.77,2.05,2.19,2.16,2.08,2.0,54.0,100.0,56.99999999999999,80.0,56.99999999999999,74.0,55.00000000000001,71.0,55.00000000000001,68.0,54.0,67.0
rule-3-6+10-11,1278494,34.65,1724,99.65,0.24,0.33,0.37,0.38,0.41,0.4,2.1,2.24,2.34,2.39,2.43,2.47,63.0,100.0,60.0,86.0,59.0,81.0,60.0,77.0,59.0,74.0,57.99999999999999,73.0
rule-3+7+10-11,165803,4.49,1526,88.21,0.25,0.44,0.46,0.4,0.32,0.29,1.86,2.14,2.28,2.26,2.19,2.16,56.00000000000001,100.0,57.99999999999999,82.0,56.99999999999999,75.0,56.00000000000001,73.0,56.00000000000001,70.0,55.00000000000001,68.0
rule+4-5-6+10,1240031,33.61,1719,99.36,0.21,0.15,0.11,0.04,-0.03,-0.02,2.42,2.4,2.35,2.28,2.21,2.21,60.0,100.0,56.00000000000001,90.0,56.00000000000001,82.0,55.00000000000001,77.0,55.00000000000001,74.0,54.0,73.0
rule+4-5+7+10,170502,4.62,1523,88.03,0.21,0.3,0.28,0.18,-0.01,-0.1,1.88,2.08,2.13,2.09,1.95,1.84,56.99999999999999,100.0,56.00000000000001,81.0,55.00000000000001,75.0,54.0,72.0,52.0,68.0,52.0,66.0
rule+4-5+10-11,456739,12.379999999999999,1713,99.02,0.28,0.33,0.34,0.3,0.19,0.12,2.12,2.27,2.32,2.33,2.27,2.19,60.0,100.0,59.0,86.0,57.99999999999999,79.0,56.99999999999999,76.0,56.00000000000001,72.0,55.00000000000001,71.0
rule+4-6+7+10,90195,2.44,1401,80.97999999999999,0.16,0.34,0.38,0.28,0.14,0.09,1.83,2.12,2.24,2.22,2.08,2.0,56.00000000000001,100.0,55.00000000000001,81.0,55.00000000000001,73.0,53.0,70.0,52.0,67.0,51.0,65.0
rule+4-6+10-11,314332,8.52,1699,98.21,0.23,0.29,0.3,0.24,0.13,0.07,2.08,2.25,2.29,2.27,2.22,2.14,60.0,100.0,57.99999999999999,86.0,57.99999999999999,79.0,56.99999999999999,75.0,55.00000000000001,72.0,54.0,70.0
rule+4+7+10-11,139651,3.7800000000000002,1482,85.66,0.22,0.37,0.39,0.29,0.11,0.01,1.89,2.15,2.26,2.23,2.08,1.97,56.99999999999999,100.0,56.00000000000001,82.0,56.00000000000001,75.0,55.00000000000001,72.0,53.0,68.0,52.0,66.0
rule-5-6+7+10,117948,3.2,1491,86.18,0.18,0.37,0.4,0.3,0.24,0.19,1.79,2.09,2.21,2.18,2.1,2.07,55.00000000000001,100.0,56.00000000000001,81.0,56.99999999999999,74.0,55.00000000000001,71.0,54.0,68.0,54.0,66.0
rule-5-6+10-11,1443030,39.11,1724,99.65,0.23,0.34,0.39,0.4,0.43,0.43,2.06,2.22,2.33,2.38,2.43,2.47,62.0,100.0,60.0,87.0,59.0,82.0,60.0,77.0,59.0,75.0,57.99999999999999,73.0
rule-5+7+10-11,236271,6.4,1570,90.75,0.26,0.45,0.48,0.41,0.31,0.27,1.86,2.16,2.3,2.28,2.2,2.15,56.99999999999999,100.0,57.99999999999999,82.0,56.99999999999999,76.0,56.00000000000001,73.0,55.00000000000001,70.0,55.00000000000001,68.0
rule-6+7+10-11,101439,2.75,1452,83.93,0.18,0.43,0.48,0.4,0.36,0.31,1.79,2.13,2.31,2.28,2.22,2.21,55.00000000000001,100.0,56.99999999999999,81.0,56.99999999999999,75.0,56.00000000000001,71.0,54.0,69.0,54.0,67.0
rule+1-2-3+4+10,3014,0.08,194,11.21,0.84,1.38,1.99,2.31,2.57,2.88,3.94,4.64,5.18,5.51,5.78,6.12,61.0,100.0,62.0,76.0,62.0,74.0,63.0,74.0,67.0,73.0,67.0,75.0
rule+1-2-3-5+10,11875,0.32,334,19.31,0.84,0.59,0.5,0.4,0.26,0.21,3.84,3.66,3.67,3.57,3.45,3.23,64.0,100.0,57.99999999999999,75.0,56.00000000000001,70.0,56.99999999999999,70.0,59.0,67.0,56.99999999999999,66.0
rule+1-2-3-6+10,10536,0.29,316,18.27,0.94,0.63,0.27,-0.05,-0.18,-0.45,3.93,3.7,3.54,3.15,3.0,2.7,64.0,100.0,59.0,75.0,55.00000000000001,69.0,56.00000000000001,69.0,59.0,66.0,55.00000000000001,64.0
rule+1-2-3+7+10,1344,0.04,108,6.239999999999999,0.82,1.35,1.86,2.45,1.96,2.65,3.88,4.66,5.1,5.78,5.61,5.74,56.99999999999999,100.0,62.0,76.0,57.99999999999999,72.0,62.0,69.0,61.0,69.0,59.0,67.0
rule+1-2-3+10-11,11100,0.3,310,17.919999999999998,0.9,0.61,0.39,0.18,-0.01,-0.05,3.93,3.66,3.62,3.36,3.21,2.99,65.0,100.0,59.0,76.0,56.99999999999999,71.0,57.99999999999999,70.0,60.0,68.0,56.00000000000001,66.0
rule+1-2+4-5+10,9883,0.27,338,19.54,0.86,1.88,2.64,3.2,3.63,4.1,3.55,4.75,5.66,6.29,6.7,7.22,60.0,100.0,62.0,79.0,61.0,75.0,61.0,74.0,64.0,72.0,64.0,74.0
rule+1-2+4-6+10,8188,0.22,306,17.69,0.8,1.94,2.6,3.17,3.62,4.06,3.54,4.85,5.76,6.3,6.81,7.29,61.0,100.0,62.0,80.0,61.0,75.0,62.0,73.0,64.0,73.0,62.0,73.0
rule+1-2+4+7+10,4876,0.13,222,12.83,0.99,2.32,3.29,3.61,3.9,4.51,3.42,5.22,6.32,6.85,7.1,7.69,64.0,100.0,66.0,82.0,64.0,79.0,62.0,73.0,63.0,72.0,64.0,73.0
rule+1-2+4+10-11,5352,0.15,256,14.799999999999999,0.98,2.02,2.65,3.02,3.28,3.67,3.57,4.95,5.86,6.1,6.4,6.81,65.0,100.0,64.0,81.0,64.0,77.0,63.0,75.0,68.0,75.0,66.0,76.0
rule+1-2-5-6+10,15975,0.43,406,23.47,0.82,1.15,1.28,1.46,1.58,1.72,3.58,4.04,4.37,4.6,4.7,4.83,63.0,100.0,59.0,77.0,56.99999999999999,72.0,57.99999999999999,70.0,60.0,69.0,56.99999999999999,68.0
rule+1-2-5+7+10,4975,0.13,242,13.99,0.85,2.02,2.95,3.22,3.44,4.12,3.39,4.9,5.95,6.47,6.59,7.17,62.0,100.0,64.0,82.0,61.0,77.0,61.0,71.0,62.0,71.0,62.0,71.0
rule+1-2-5+10-11,13936,0.38,365,21.099999999999998,0.85,1.1,1.15,1.19,1.13,1.28,3.61,3.99,4.28,4.29,4.28,4.29,64.0,100.0,61.0,78.0,56.99999999999999,74.0,57.99999999999999,71.0,61.0,71.0,56.00000000000001,69.0
rule+1-2-6+7+10,3300,0.09,189,10.92,0.79,2.42,3.28,3.46,3.53,4.16,3.43,5.34,6.51,6.93,7.03,7.38,63.0,100.0,61.0,82.0,61.0,77.0,60.0,70.0,57.99999999999999,69.0,60.0,69.0
rule+1-2-6+10-11,12332,0.33,344,19.88,0.88,1.08,0.89,0.83,0.74,0.7,3.67,3.98,4.12,3.95,3.92,3.78,66.0,100.0,61.0,78.0,56.99999999999999,73.0,57.99999999999999,71.0,61.0,69.0,56.00000000000001,68.0
rule+1-2+7+10-11,3757,0.1,199,11.5,0.89,2.12,2.84,2.95,2.88,3.52,3.41,5.1,6.13,6.3,6.19,6.58,65.0,100.0,63.0,82.0,61.0,77.0,57.99999999999999,72.0,61.0,70.0,61.0,70.0
rule+1-3+4-5+10,10098,0.27,442,25.55,0.6,1.28,1.71,2.02,2.27,2.31,3.2,3.89,4.37,4.82,5.2,5.32,63.0,100.0,63.0,77.0,59.0,74.0,60.0,72.0,61.0,71.0,61.0,70.0
rule+1-3+4-6+10,7232,0.2,403,23.29,0.56,1.36,1.81,2.12,2.35,2.43,3.22,3.96,4.49,4.9,5.34,5.47,63.0,100.0,62.0,76.0,59.0,73.0,60.0,71.0,60.0,71.0,60.0,70.0
rule+1-3+4+7+10,4499,0.12,235,13.58,0.73,2.0,2.83,3.71,4.09,4.52,3.24,4.67,5.7,6.68,7.25,7.74,66.0,100.0,67.0,82.0,64.0,75.0,62.0,76.0,63.0,70.0,63.0,73.0
rule+1-3+4+10-11,9451,0.26,425,24.57,0.63,1.45,1.89,2.19,2.45,2.54,3.23,3.99,4.54,4.97,5.38,5.54,65.0,100.0,64.0,79.0,62.0,75.0,61.0,74.0,62.0,73.0,62.0,72.0
rule+1-3-5-6+10,27519,0.75,558,32.25,0.85,1.01,1.0,0.97,1.07,0.91,3.39,3.56,3.69,3.72,3.87,3.82,64.0,100.0,59.0,77.0,56.99999999999999,70.0,56.00000000000001,69.0,56.00000000000001,66.0,55.00000000000001,66.0
rule+1-3-5+7+10,5249,0.13999999999999999,264,15.260000000000002,0.66,1.92,2.84,3.46,3.66,4.21,3.08,4.53,5.56,6.42,6.82,7.19,66.0,100.0,66.0,82.0,63.0,75.0,62.0,74.0,62.0,70.0,63.0,72.0
rule+1-3-5+10-11,31209,0.8500000000000001,576,33.29,0.8,1.01,1.11,1.15,1.25,1.23,3.31,3.53,3.75,3.87,4.03,4.07,64.0,100.0,61.0,79.0,59.0,72.0,56.99999999999999,70.0,57.99999999999999,68.0,56.99999999999999,67.0
rule+1-3-6+7+10,2417,0.06999999999999999,185,10.69,0.64,2.48,3.56,4.44,4.74,5.05,3.13,5.18,6.61,7.52,8.19,8.56,66.0,100.0,65.0,79.0,62.0,74.0,62.0,73.0,60.0,69.0,61.0,71.0
rule+1-3-6+10-11,27151,0.74,547,31.619999999999997,0.84,1.02,0.99,0.92,1.02,0.93,3.38,3.53,3.66,3.65,3.82,3.8,65.0,100.0,59.0,78.0,56.99999999999999,71.0,56.99999999999999,69.0,56.00000000000001,67.0,56.00000000000001,67.0
rule+1-3+7+10-11,5576,0.15,263,15.2,0.68,1.88,2.68,3.33,3.63,4.09,3.18,4.53,5.56,6.31,6.75,7.2,67.0,100.0,67.0,82.0,64.0,76.0,62.0,75.0,63.0,71.0,63.0,72.0
rule+1+4-5-6+10,14352,0.38999999999999996,496,28.67,0.67,1.51,2.1,2.6,2.92,3.28,3.14,4.08,4.78,5.41,5.83,6.23,60.0,100.0,61.0,77.0,56.99999999999999,73.0,59.0,72.0,60.0,71.0,60.0,71.0
rule+1+4-5+7+10,10197,0.27999999999999997,352,20.349999999999998,1.0,2.28,3.27,3.87,4.23,4.57,3.19,4.84,5.97,6.79,7.17,7.65,65.0,100.0,67.0,82.0,65.0,79.0,62.0,75.0,65.0,73.0,63.0,74.0
rule+1+4-5+10-11,14798,0.4,499,28.84,0.7,1.64,2.21,2.57,2.82,3.09,3.03,4.1,4.83,5.28,5.66,5.95,64.0,100.0,64.0,79.0,61.0,76.0,60.0,74.0,62.0,72.0,62.0,73.0
rule+1+4-6+7+10,6401,0.16999999999999998,266,15.379999999999999,0.76,2.41,3.36,3.97,4.25,4.73,3.12,5.05,6.32,7.14,7.48,7.98,64.0,100.0,63.0,82.0,62.0,79.0,61.0,72.0,59.0,69.0,59.0,70.0
rule+1+4-6+10-11,10952,0.3,449,25.95,0.63,1.64,2.18,2.58,2.8,3.16,3.05,4.1,4.87,5.32,5.72,6.03,63.0,100.0,63.0,78.0,60.0,75.0,60.0,73.0,61.0,72.0,60.0,72.0
rule+1+4+7+10-11,9032,0.24,322,18.61,0.95,2.31,3.19,3.83,4.16,4.48,3.18,4.85,6.02,6.74,7.19,7.59,67.0,100.0,66.0,82.0,66.0,79.0,61.0,75.0,64.0,73.0,63.0,74.0
rule+1-5-6+7+10,6225,0.16999999999999998,276,15.950000000000001,0.79,2.44,3.53,4.11,4.33,4.85,3.11,5.04,6.42,7.26,7.57,8.02,63.0,100.0,62.0,83.0,62.0,78.0,60.0,72.0,59.0,70.0,59.0,70.0
rule+1-5-6+10-11,30917,0.84,592,34.22,0.83,1.19,1.31,1.4,1.55,1.61,3.24,3.65,3.97,4.13,4.33,4.45,64.0,100.0,60.0,78.0,56.99999999999999,72.0,56.99999999999999,70.0,56.99999999999999,68.0,56.00000000000001,68.0
rule+1-5+7+10-11,9594,0.26,347,20.06,0.9,2.21,3.11,3.63,3.83,4.23,3.11,4.77,5.89,6.52,6.86,7.23,67.0,100.0,67.0,82.0,65.0,78.0,61.0,74.0,64.0,73.0,63.0,73.0
rule+1-6+7+10-11,5670,0.15,255,14.74,0.78,2.41,3.26,3.84,4.0,4.45,3.13,5.05,6.32,6.97,7.28,7.67,66.0,100.0,64.0,82.0,61.0,78.0,60.0,72.0,60.0,69.0,57.99999999999999,69.0
rule-2-3+4-5+10,491280,13.309999999999999,1719,99.36,0.31,0.28,0.26,0.22,0.19,0.18,2.45,2.49,2.46,2.43,2.41,2.41,62.0,100.0,59.0,90.0,57.99999999999999,83.0,56.99999999999999,78.0,57.99999999999999,76.0,56.99999999999999,74.0
rule-2-3+4-6+10,376791,10.209999999999999,1719,99.36,0.27,0.24,0.2,0.12,0.09,0.09,2.48,2.49,2.45,2.38,2.34,2.34,61.0,100.0,57.99999999999999,89.0,57.99999999999999,82.0,56.00000000000001,78.0,56.00000000000001,75.0,56.00000000000001,74.0
rule-2-3+4+7+10,45419,1.23,1364,78.84,0.24,0.31,0.23,0.12,-0.05,-0.17,1.91,2.07,2.08,2.0,1.86,1.75,56.00000000000001,100.0,56.99999999999999,81.0,56.00000000000001,75.0,54.0,71.0,54.0,68.0,52.0,65.0
rule-2-3+4+10-11,194630,5.27,1705,98.55000000000001,0.28,0.31,0.33,0.3,0.21,0.12,2.16,2.28,2.34,2.36,2.31,2.22,59.0,100.0,59.0,86.0,59.0,79.0,56.99999999999999,75.0,56.99999999999999,72.0,56.00000000000001,70.0
rule-2-3-5-6+10,1812287,49.120000000000005,1724,99.65,0.2,0.24,0.26,0.25,0.3,0.31,2.2,2.27,2.32,2.34,2.39,2.44,60.0,100.0,59.0,88.0,57.99999999999999,81.0,59.0,77.0,57.99999999999999,75.0,57.99999999999999,74.0
rule-2-3-5+7+10,120769,3.27,1511,87.33999999999999,0.24,0.32,0.28,0.19,0.12,0.08,1.85,2.03,2.07,2.0,1.93,1.91,56.00000000000001,100.0,57.99999999999999,81.0,56.99999999999999,75.0,55.00000000000001,72.0,56.00000000000001,69.0,54.0,68.0
rule-2-3-5+10-11,1494466,40.5,1724,99.65,0.25,0.34,0.38,0.41,0.43,0.42,2.11,2.25,2.35,2.41,2.46,2.48,62.0,100.0,61.0,87.0,60.0,81.0,60.0,77.0,60.0,75.0,57.99999999999999,74.0
rule-2-3-6+7+10,43790,1.1900000000000002,1359,78.55,0.14,0.21,0.15,0.05,-0.03,-0.1,1.77,1.91,1.93,1.86,1.8,1.71,55.00000000000001,100.0,56.00000000000001,80.0,56.00000000000001,73.0,54.0,70.0,54.0,68.0,53.0,67.0
rule-2-3-6+10-11,1146974,31.09,1724,99.65,0.24,0.31,0.33,0.32,0.35,0.33,2.11,2.23,2.31,2.34,2.37,2.4,62.0,100.0,60.0,87.0,59.0,81.0,59.0,77.0,59.0,74.0,56.99999999999999,74.0
rule-2-3+7+10-11,117951,3.2,1494,86.36,0.23,0.33,0.29,0.22,0.15,0.12,1.86,2.03,2.1,2.04,1.97,1.95,56.00000000000001,100.0,57.99999999999999,81.0,56.99999999999999,76.0,56.00000000000001,72.0,56.00000000000001,69.0,55.00000000000001,68.0
rule-2+4-5-6+10,1192925,32.33,1719,99.36,0.21,0.15,0.1,0.01,-0.06,-0.06,2.44,2.41,2.35,2.27,2.19,2.18,60.0,100.0,56.00000000000001,90.0,56.99999999999999,82.0,55.00000000000001,77.0,55.00000000000001,75.0,54.0,73.0
rule-2+4-5+7+10,126232,3.42,1501,86.76,0.21,0.25,0.21,0.08,-0.09,-0.17,1.9,2.04,2.05,1.98,1.82,1.74,56.00000000000001,100.0,55.00000000000001,82.0,55.00000000000001,76.0,54.0,71.0,53.0,68.0,52.0,66.0
rule-2+4-5+10-11,380476,10.31,1713,99.02,0.29,0.33,0.34,0.3,0.19,0.11,2.13,2.27,2.32,2.33,2.26,2.19,61.0,100.0,59.0,87.0,57.99999999999999,79.0,56.99999999999999,76.0,56.00000000000001,73.0,55.00000000000001,71.0
rule-2+4-6+7+10,71891,1.95,1371,79.25,0.16,0.26,0.22,0.08,-0.09,-0.15,1.85,2.06,2.1,2.0,1.83,1.73,55.00000000000001,100.0,54.0,80.0,55.00000000000001,73.0,53.0,70.0,52.0,66.0,51.0,65.0
rule-2+4-6+10-11,268660,7.28,1698,98.15,0.25,0.29,0.28,0.21,0.1,0.03,2.1,2.26,2.28,2.24,2.19,2.11,60.0,100.0,57.99999999999999,86.0,59.0,79.0,56.00000000000001,75.0,55.00000000000001,72.0,54.0,69.0
rule-2+4+7+10-11,96653,2.62,1450,83.82,0.24,0.37,0.35,0.24,0.06,-0.05,1.91,2.14,2.22,2.16,1.99,1.88,56.99999999999999,100.0,56.00000000000001,82.0,56.00000000000001,76.0,55.00000000000001,72.0,54.0,68.0,52.0,66.0
rule-2-5-6+7+10,95504,2.59,1477,85.38,0.18,0.31,0.3,0.18,0.1,0.04,1.81,2.05,2.12,2.05,1.95,1.89,55.00000000000001,100.0,56.00000000000001,81.0,56.99999999999999,74.0,54.0,71.0,54.0,69.0,54.0,67.0
