rule,totalCount,totalCountP,dateCount,dateCountP,d1cMean,d2cMean,d3cMean,d4cMean,d5cMean,d6cMean,d1hMean,d2hMean,d3hMean,d4hMean,d5hMean,d6hMean,day1cip,day1hip,day2cip,day2hip,day3cip,day3hip,day4cip,day4hip,day5cip,day5hip,day6cip,day6hip
rule+1+4+7+10,11193,0.27999999999999997,423,24.45,0.82,1.86,2.66,3.15,3.58,3.88,3.11,4.39,5.32,6.01,6.4,6.87,63.0,100.0,63.0,79.0,63.0,77.0,59.0,72.0,63.0,71.0,61.0,71.0
